movie_id,title,cast,genres,tags
tt5165344,Rustom,"Akshay Kumar, Ileana D'Cruz, Arjan Bajwa, Esha Gupta","['crime', 'drama', 'thriller']","['A', 'naval', 'officer', 'returns', 'home', 'to', 'find', 'out', 'about', 'his', ""wife's"", 'affair.', 'Soon,', 'he', 'surrenders', 'after', 'murdering', 'the', 'lover', 'but', 'as', 'the', 'case', 'unfolds,', 'it', 'starts', 'to', 'reveal', 'his', 'hidden', 'intention.', 'crime', 'drama', 'thriller', 'crime', 'drama', 'thriller', 'akshaykumar', ""ileanad'cruz"", 'arjanbajwa', 'eshagupta', 'tinusureshdesai']"
tt0464160,Chup Chup Ke,"Shahid Kapoor, Kareena Kapoor, Om Puri, Paresh Rawal","['comedy', 'drama', 'romance']","['A', 'debt-ridden', 'young', 'man', 'attempts', 'suicide,', 'but', 'is', 'rescued', 'only', 'to', 'find', 'that', 'his', 'luck', 'is', 'finally', 'turning.', 'comedy', 'drama', 'romance', 'comedy', 'drama', 'romance', 'shahidkapoor', 'kareenakapoor', 'ompuri', 'pareshrawal', 'priyadarshan', 'kookiegulati']"
tt2309987,Hate Story,"Nikhil Dwivedi, Gulshan Devaiah, Paoli Dam, Mohan Kapur","['drama', 'thriller']","['After', 'a', 'powerful', 'businessman', 'has', 'her', 'baby', 'forcefully', 'aborted,', 'Kaavya', 'Krishna', 'uses', 'her', 'body', 'as', 'a', 'sexual', 'weapon', 'to', 'destroy', 'his', 'empire,', 'brick', 'by', 'brick.', 'drama', 'thriller', 'drama', 'thriller', 'nikhildwivedi', 'gulshandevaiah', 'paolidam', 'mohankapur', 'vivekagnihotri']"
tt1572311,Tees Maar Khan,"Akshay Kumar, Katrina Kaif, Akshaye Khanna, Rajiv Laxman","['comedy', 'crime']","['Posing', 'as', 'a', 'movie', 'producer,', 'a', 'conman', 'attempts', 'to', 'trick', 'an', 'entire', 'village', 'into', 'helping', 'him', 'rob', 'a', 'treasure-laden', 'train.', 'comedy', 'crime', 'comedy', 'crime', 'akshaykumar', 'katrinakaif', 'akshayekhanna', 'rajivlaxman', 'farahkhan']"
tt8055888,Mard Ko Dard Nahin Hota,"Abhimanyu Dasani, Radhika Madan, Mahesh Manjrekar, Gulshan Devaiah","['action', 'comedy', 'drama']","['It', 'is', 'a', 'story', 'of', 'a', 'young', 'boy', 'Surya', 'who', 'has', 'a', 'rare', 'condition', 'of', 'Congenital', 'Insensitivity', 'to', 'pain', 'meaning', 'he', 'can', 'not', 'feel', 'pain,', 'and', 'he', 'sets', 'out', 'to', 'learn', 'martial', 'arts', 'and', 'hunt', 'down', 'muggers.', 'action', 'comedy', 'drama', 'action', 'comedy', 'drama', 'abhimanyudasani', 'radhikamadan', 'maheshmanjrekar', 'gulshandevaiah', 'vasanbala']"
tt0150992,Hum Dil De Chuke Sanam,"Aishwarya Rai Bachchan, Salman Khan, Ajay Devgn, Zohra Sehgal","['comedy', 'drama', 'musical']","['Nandini', 'has', 'to', 'choose', 'between', 'Sameer,', 'the', 'man', 'who', 'taught', 'her', 'to', 'fall', 'in', 'love;', 'and', 'Vanraj,', 'the', 'man', 'from', 'whom', 'she', 'learnt', 'how', 'to', 'abide', 'and', 'fulfill', 'promises', 'of', 'love.', 'comedy', 'drama', 'musical', 'comedy', 'drama', 'musical', 'aishwaryaraibachchan', 'salmankhan', 'ajaydevgn', 'zohrasehgal', 'sanjayleelabhansali']"
tt7886848,Sadak 2,"Priyanka Bose, Alia Bhatt, Sanjay Dutt, Aditya Roy Kapoor","['action', 'drama']","['The', 'film', 'picks', 'up', 'where', 'Sadak', 'left', 'off,', 'revolving', 'around', 'the', 'journey', 'with', 'a', 'young', 'girl', 'who', 'becomes', 'an', 'important', 'character', 'in', 'the', 'life', 'of', 'the', 'protagonist,', 'and', 'the', 'reason', 'for', 'him', 'to', 'stay', 'alive.', 'action', 'drama', 'action', 'drama', 'priyankabose', 'aliabhatt', 'sanjaydutt', 'adityaroykapoor', 'maheshbhatt']"
tt0375611,Black,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapur",['drama'],"['The', 'cathartic', 'tale', 'of', 'a', 'young', 'woman', 'who', ""can't"", 'see,', 'hear,', 'or', 'speak,', 'and', 'the', 'teacher', 'who', 'brings', 'a', 'ray', 'of', 'light', 'into', 'her', 'dark', 'world.', 'drama', 'drama', 'amitabhbachchan', 'ranimukerji', 'shernazpatel', 'ayeshakapur', 'sanjayleelabhansali']"
tt1385824,13B: Fear Has a New Address,"Madhavan, Nitu Chandra, Poonam Dhillon, Saranya Ponvannan","['drama', 'horror', 'mystery']","['A', 'man', 'experiences', 'a', 'supernatural', 'occurrence', 'at', 'his', 'newly', 'purchased', 'apartment;', 'a', 'soap', 'opera', 'being', 'telecast', 'exclusively', 'on', 'his', 'TV,', 'which', 'shows', 'the', 'future', 'of', 'his', 'family.', 'drama', 'horror', 'mystery', 'drama', 'horror', 'mystery', 'madhavan', 'nituchandra', 'poonamdhillon', 'saranyaponvannan', 'vikramk.kumar']"
tt0439662,Fanaa,"Aamir Khan, Kajol, Rishi Kapoor, Tabu","['action', 'drama', 'romance']","['A', 'sweet', 'blind', 'girl', 'Zooni', 'meets', 'a', 'flirty', 'Rehan.', 'She', 'ignores', 'her', ""friends'"", 'warnings.', ""It's"", 'her', 'time', 'to', 'discover', 'life.', 'Is', 'she', 'making', 'the', 'right', 'love', 'choice?', 'action', 'drama', 'romance', 'action', 'drama', 'romance', 'aamirkhan', 'kajol', 'rishikapoor', 'tabu', 'kunalkohli']"
tt22743064,Yaariyan 2,"Divya Khosla Kumar, Meezaan Jafri, Pearl V Puri, Yash Dasgupta","['comedy', 'drama', 'musical']","['Cousins', 'by', 'blood', 'Friends', 'by', 'choice.', 'comedy', 'drama', 'musical', 'comedy', 'drama', 'musical', 'divyakhoslakumar', 'meezaanjafri', 'pearlvpuri', 'yashdasgupta', 'radhikarao', 'vinaysapru']"
tt27425164,War 2,"Hrithik Roshan, Kiara Advani, N.T. Rama Rao Jr.","['action', 'adventure', 'crime']","['Plot', 'under', 'wraps.', 'action', 'adventure', 'crime', 'action', 'adventure', 'crime', 'hrithikroshan', 'kiaraadvani', 'n.t.ramaraojr.', 'ayanmukerji']"
tt0382383,Yuva,"Ajay Devgn, Abhishek Bachchan, Rani Mukerji, Vivek Oberoi","['action', 'drama', 'thriller']","['Michael,', 'Arjun', 'and', 'Lallan,', 'three', 'men', 'from', 'three', 'different', 'strata', 'of', 'society,', 'cross', 'paths', 'one', 'morning', 'in', 'Calcutta', 'and', 'change', 'one', ""another's"", 'lives', 'forever.', 'action', 'drama', 'thriller', 'action', 'drama', 'thriller', 'ajaydevgn', 'abhishekbachchan', 'ranimukerji', 'vivekoberoi', 'maniratnam']"
tt0111068,Sangharsh,"Preity G Zinta, Akshay Kumar, Ashutosh Rana, Vishwajeet Pradhan","['action', 'crime', 'drama']","['A', 'rookie', 'CBI', 'officer', 'must', 'enlist', 'the', 'help', 'of', 'an', 'incarcerated', 'criminal', 'in', 'order', 'to', 'catch', 'a', 'serial', 'child', 'killer,', 'who', 'has', 'recently', 'escaped', 'police', 'custody.', 'action', 'crime', 'drama', 'action', 'crime', 'drama', 'preitygzinta', 'akshaykumar', 'ashutoshrana', 'vishwajeetpradhan', 'tanujachandra']"
tt1084972,Wanted,"Salman Khan, Ayesha Takia, Prakash Raj, Vinod Khanna","['action', 'crime', 'thriller']","['Radhe', 'is', 'a', 'ruthless', 'gangster', 'who', 'will', 'kill', 'anyone', 'for', 'money.', 'He', 'is', 'attracted', 'towards', 'Jhanvi,', 'a', 'middle', 'class', 'girl,', 'who', 'does', 'not', 'approve', 'of', 'his', 'work', 'and', 'wants', 'him', 'to', 'change.', 'action', 'crime', 'thriller', 'action', 'crime', 'thriller', 'salmankhan', 'ayeshatakia', 'prakashraj', 'vinodkhanna', 'prabhudeva']"
tt9172840,Motichoor Chaknachoor,"Nawazuddin Siddiqui, Athiya Shetty, Vibha Chhibber, Karuna Pandey","['comedy', 'romance']","['A', 'hilarious', 'story', 'of', 'a', '36-year-old', 'jobless', 'man', 'Pushpender,', 'trying', 'to', 'find', 'a', 'wife', 'and', 'Anita', ""who's"", 'also', 'looking', 'for', 'a', 'husband.', 'But', ""there's"", 'a', 'catch', '-', 'Anita', 'wants', 'to', 'settle', 'abroad', 'after', 'marriage.', 'comedy', 'romance', 'comedy', 'romance', 'nawazuddinsiddiqui', 'athiyashetty', 'vibhachhibber', 'karunapandey', 'debamitrabiswal']"
tt1620933,Paan Singh Tomar,"Irrfan Khan, Mahie Gill, Rajesh Abhay, Hemendra Dandotiya","['action', 'biography', 'crime']","['The', 'story', 'of', 'Paan', 'Singh', 'Tomar,', 'an', 'Indian', 'athlete', 'and', 'seven-time', 'national', 'steeplechase', 'champion', 'who', 'becomes', 'one', 'of', 'the', 'most', 'feared', 'dacoits', 'in', 'Chambal', 'Valley', 'after', 'his', 'retirement.', 'action', 'biography', 'crime', 'action', 'biography', 'crime', 'irrfankhan', 'mahiegill', 'rajeshabhay', 'hemendradandotiya', 'tigmanshudhulia']"
tt9098938,Sharmaji Namkeen,"Rishi Kapoor, Paresh Rawal, Juhi Chawla, Isha Talwar","['comedy', 'drama', 'family']","['A', 'light-hearted', 'coming-of-age', 'story', 'of', 'a', 'lovable', '60-year-old-man.', 'comedy', 'drama', 'family', 'comedy', 'drama', 'family', 'rishikapoor', 'pareshrawal', 'juhichawla', 'ishatalwar', 'hiteshbhatia']"
tt11680920,Music School,"Shriya Saran, Sharman Joshi, Prakash Raj, Mona Ambegaonkar","['drama', 'musical']","['This', 'heart-warming', '11-song', 'musical', 'is', 'about', 'how', 'the', 'prevailing', 'Indian', 'education', 'system', 'and', 'parents', 'put', 'pressure', 'on', 'children', 'to', 'be', 'competitive', 'in', 'their', '""studies,', 'thereby', 'leaving', 'no', 'time', 'for', '...', 'See', 'full', 'summary', '»', 'drama', 'musical', 'drama', 'musical', 'shriyasaran', 'sharmanjoshi', 'prakashraj', 'monaambegaonkar', 'paparaobiyyala']"
tt10739666,Satyameva Jayate 2,"John Abraham, Divya Khosla Kumar, Harsh Chhaya, Gautami Kapoor","['action', 'crime', 'drama']","['Satyameva', 'Jayate', '2', 'revolves', 'around', 'the', 'fight', 'against', 'injustice', 'and', 'misuse', 'of', 'power.', 'From', 'police', 'and', 'politicians', 'to', 'industrialists', 'and', 'a', 'common', 'man,', 'the', 'film', 'will', 'explore', 'corruption', 'in', 'all', 'spheres.', 'action', 'crime', 'drama', 'action', 'crime', 'drama', 'johnabraham', 'divyakhoslakumar', 'harshchhaya', 'gautamikapoor', 'milapzaveri']"
tt9052960,Laal Kaptaan,"Saif Ali Khan, Zoya Hussain, Manav Vij, Deepak Dobriyal","['action', 'adventure', 'drama']","['In', 'an', '18th', 'century', 'setting,', 'a', 'Naga', 'sadhu', 'in', 'India', 'sets', 'out', 'on', 'a', 'journey', 'across', 'Bundelkhand', 'to', 'seek', 'revenge', 'for', 'an', 'injustice', 'committed', 'in', 'the', 'past.', 'action', 'adventure', 'drama', 'action', 'adventure', 'drama', 'saifalikhan', 'zoyahussain', 'manavvij', 'deepakdobriyal', 'navdeepsingh']"
tt6923462,Manto,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin, Nazma Ali Shaikh","['biography', 'drama']","['The', 'film', 'is', 'a', 'biographical', 'account', 'of', 'writer', 'Saadat', 'Hasan', ""Manto's"", 'life', 'and', 'is', 'set', 'in', '1940s', 'India.', 'biography', 'drama', 'biography', 'drama', 'nawazuddinsiddiqui', 'rasikadugal', 'tahirrajbhasin', 'nazmaalishaikh', 'nanditadas']"
tt0347332,Khakee,"Amitabh Bachchan, Akshay Kumar, Ajay Devgn, Aishwarya Rai Bachchan","['action', 'crime', 'drama']","['A', 'team', 'of', 'police', 'force', 'escorts', 'an', 'alleged', 'terrorist', 'from', 'Chandangarh', 'to', 'Mumbai.', 'However', 'their', 'trip', 'turns', 'into', 'a', 'deadly', 'survival', 'when', 'an', 'ex-cop', 'tries', 'to', 'stop', 'them', 'to', 'reach', 'Mumbai.', 'action', 'crime', 'drama', 'action', 'crime', 'drama', 'amitabhbachchan', 'akshaykumar', 'ajaydevgn', 'aishwaryaraibachchan', 'rajkumarsantoshi']"
tt10443846,Yeh Saali Aashiqui,"Vardhan Puri, Shivaleeka Oberoi, Ruslaan Mumtaz, Satish Kaushik","['drama', 'romance', 'thriller']","['While', 'in', 'college,', 'Sahil', 'and', 'Mittee', 'fall', 'in', 'love,', 'but', 'an', 'unfortunate', 'incident', 'turns', 'their', 'dreamy', 'romance', 'into', 'a', 'nightmare.', 'drama', 'romance', 'thriller', 'drama', 'romance', 'thriller', 'vardhanpuri', 'shivaleekaoberoi', 'ruslaanmumtaz', 'satishkaushik', 'cheragruparel']"
tt0323013,Lakshya,"Hrithik Roshan, Preity G Zinta, Amitabh Bachchan, Om Puri","['action', 'drama', 'romance']","['An', 'aimless,', 'jobless,', 'irresponsible', 'grown', 'man', 'joins', 'the', 'army', 'and', 'matures', 'into', 'a', 'battlefield', 'hero.', 'action', 'drama', 'romance', 'action', 'drama', 'romance', 'hrithikroshan', 'preitygzinta', 'amitabhbachchan', 'ompuri', 'farhanakhtar']"
tt7725596,Badhaai ho,"Ayushmann Khurrana, Neena Gupta, Gajraj Rao, Sanya Malhotra","['comedy', 'drama']","['A', 'man', 'is', 'embarrassed', 'when', 'he', 'finds', 'out', 'his', 'mother', 'is', 'pregnant.', 'comedy', 'drama', 'comedy', 'drama', 'ayushmannkhurrana', 'neenagupta', 'gajrajrao', 'sanyamalhotra', 'amitravindernathsharma']"
tt1836987,Trishna,"Freida Pinto, Riz Ahmed, Mita Vashisht, Harish Khanna",['drama'],"['The', 'story', 'of', 'the', 'tragic', 'relationship', 'between', 'the', 'son', 'of', 'a', 'property', 'developer', 'and', 'the', 'daughter', 'of', 'an', 'auto', 'rickshaw', 'owner.', 'drama', 'drama', 'freidapinto', 'rizahmed', 'mitavashisht', 'harishkhanna', 'michaelwinterbottom']"
tt10062614,Guilty,"Kiara Advani, Taher Shabbir, Akansha Ranjan Kapoor, Gurfateh Pirzada","['drama', 'thriller']","['When', 'a', 'college', 'heartthrob', 'is', 'accused', 'of', 'rape', 'by', 'a', 'less', 'popular', 'student,', 'his', 'girlfriend', 'navigates', 'various', 'versions', 'of', 'the', 'story', 'in', 'search', 'of', 'the', 'truth.', 'drama', 'thriller', 'drama', 'thriller', 'kiaraadvani', 'tahershabbir', 'akansharanjankapoor', 'gurfatehpirzada', 'ruchinarain']"
tt13795296,Thank God,"Sidharth Malhotra, Ajay Devgn, Rakul Preet Singh, Mahesh Balraj","['comedy', 'fantasy']","['An', 'egoistic', 'real', 'estate', 'broker', 'in', 'huge', 'debts,', 'meets', 'with', 'an', 'accident.God', 'appears', 'in', 'front', 'of', 'him', 'and', 'informs', 'him', 'that', 'he', 'will', 'have', 'to', 'play', 'a', '""GAME', 'OF', 'LIFE"".', 'If', 'he', 'win,', 'he', 'will', 'be', 'sent', 'back', 'to', 'earth', 'and', 'if', 'not,', 'he', 'will', 'be', 'sent', 'to', 'hell.', 'comedy', 'fantasy', 'comedy', 'fantasy', 'sidharthmalhotra', 'ajaydevgn', 'rakulpreetsingh', 'maheshbalraj', 'indrakumar']"
tt0099652,Ghayal,"Sunny Deol, Amrish Puri, Meenakshi Sheshadri, Moushumi Chatterjee","['action', 'crime', 'drama']","['Ajay', 'Mehra,', 'an', 'amateur', 'boxer,', 'takes', 'revenge', 'against', 'Balwant', 'Rai,', 'a', 'crooked', 'businessman,', 'after', 'his', 'elder', 'brother', 'is', 'killed.', 'action', 'crime', 'drama', 'action', 'crime', 'drama', 'sunnydeol', 'amrishpuri', 'meenakshisheshadri', 'moushumichatterjee', 'rajkumarsantoshi']"
tt4864932,Baaghi,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu Posani, Shifuji Shaurya Bharadwaj","['action', 'romance', 'thriller']","['A', 'martial', 'arts', 'student', 'seeks', 'revenge', 'after', 'the', 'murder', 'of', 'his', 'master.', 'action', 'romance', 'thriller', 'action', 'romance', 'thriller', 'tigershroff', 'shraddhakapoor', 'sudheerbabuposani', 'shifujishauryabharadwaj', 'sabirkhan']"
tt2979920,Bombay Velvet,"Ranbir Kapoor, Anushka Sharma, Karan Johar, Satyadeep Misra","['action', 'crime', 'drama']","['An', 'ordinary', 'man', 'goes', 'against', 'all', 'odds', 'and', 'forges', 'his', 'destiny', 'to', 'become', 'a', ""'Big"", ""Shot'."", 'action', 'crime', 'drama', 'action', 'crime', 'drama', 'ranbirkapoor', 'anushkasharma', 'karanjohar', 'satyadeepmisra', 'anuragkashyap']"
tt1891884,Once Upon a Time in Mumbai Dobaara!,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre","['action', 'crime', 'drama']","['After', 'killing', 'his', 'mentor,', 'a', 'gangster', 'comes', 'into', 'power', 'to', 'rule', 'over', 'Mumbai.', 'In', 'the', 'process', 'he', 'falls', 'for', 'an', 'aspiring', 'actress,', 'nevertheless', 'he', 'finds', 'that', 'his', 'protege', 'has', 'fallen', 'for', 'her', 'too', 'which', 'leads', 'to', 'enmity', 'between', 'them.', 'action', 'crime', 'drama', 'action', 'crime', 'drama', 'akshaykumar', 'imrankhan', 'sonakshisinha', 'sonalibendre', 'milanluthria']"
tt7469726,Shaadi Mein Zaroor Aana,"Rajkummar Rao, Kriti Kharbanda, K.K. Raina, Alka Amin","['drama', 'romance']","['Satyendra', 'Mishra', '""Rajkumar', 'Rao""', 'and', 'Aarti', 'Shukla', '""Kriti', 'Kharbanda""', 'agree', 'to', 'get', 'married', 'arranged', 'by', 'their', 'parents,', 'after', 'Satyendra', 'Mishra', 'get', 'government', 'job.', 'Aarti', 'Shukla,', 'run', 'away', 'from', 'their', 'marriage.', 'What', 'life', 'waits', 'for', 'them', 'ahead?', 'drama', 'romance', 'drama', 'romance', 'rajkummarrao', 'kritikharbanda', 'k.k.raina', 'alkaamin', 'ratnaasinha']"
tt0456144,Lage Raho Munna Bhai,"Sanjay Dutt, Arshad Warsi, Vidya Balan, Boman Irani","['comedy', 'drama', 'romance']","['Munna', 'Bhai', 'embarks', 'on', 'a', 'journey', 'with', 'Mahatma', 'Gandhi', 'in', 'order', 'to', 'fight', 'against', 'a', 'corrupt', 'property', 'dealer.', 'comedy', 'drama', 'romance', 'comedy', 'drama', 'romance', 'sanjaydutt', 'arshadwarsi', 'vidyabalan', 'bomanirani', 'rajkumarhirani']"
tt8908002,Luka Chuppi,"Kartik Aaryan, Kriti Sanon, Aparshakti Khurana, Pankaj Tripathi","['comedy', 'romance']","['Pretending', 'to', 'be', 'married', 'in', 'order', 'to', 'cohabitate,', 'a', 'small-town', 'couple', 'lands', 'in', 'endless', 'awkward', 'situations', 'to', 'hide', 'the', 'truth', 'from', 'their', 'orthodox', 'families.', 'comedy', 'romance', 'comedy', 'romance', 'kartikaaryan', 'kritisanon', 'aparshaktikhurana', 'pankajtripathi', 'laxmanutekar']"
tt1916728,Shor in the City,"Tusshar Kapoor, Sendhil Ramamurthy, Nikhil Dwivedi, Preeti Desai","['crime', 'drama']","['Various', 'residents', 'and', 'career-criminals', 'face', 'challenges', 'in', 'crime-laden', 'Mumbai.', 'crime', 'drama', 'crime', 'drama', 'tussharkapoor', 'sendhilramamurthy', 'nikhildwivedi', 'preetidesai', 'krishnad.k.', 'rajnidimoru']"
tt8108274,Tanhaji: The Unsung Warrior,"Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol","['action', 'biography', 'drama']","['Tanhaji', 'Malusare,', 'a', 'military', 'chieftain', 'in', 'the', 'army', 'of', 'the', 'Maratha', 'king', 'Shivaji,', 'leads', 'the', 'charge', 'to', 'capture', 'the', 'strategically', 'important', 'Kondhana', 'fort', 'guarded', 'by', 'the', 'army', 'of', 'the', 'fierce', 'Rajput', 'chieftain', 'Udaybhan', 'Rathod.', 'action', 'biography', 'drama', 'action', 'biography', 'drama', 'ajaydevgn', 'saifalikhan', 'sharadkelkar', 'kajol', 'omraut']"
tt18250130,Neymar,"Naslen, Mathew Thomas, Thushara Pillai, Vijayaraghavan","['comedy', 'family']","['Kunjava', 'and', 'his', 'friend', 'Sinto', 'bring', 'a', 'new', 'furry', 'friend', 'named', 'Neymar', 'into', 'their', 'lives.', 'Little', 'did', 'they', 'know', 'that', 'their', 'lives', 'were', 'about', 'to', 'be', 'turned', 'upside', 'down.', 'comedy', 'family', 'comedy', 'family', 'naslen', 'mathewthomas', 'thusharapillai', 'vijayaraghavan', 'sudhimaddison']"
tt11651796,AK vs AK,"Anil Kapoor, Anurag Kashyap, Sonam Kapoor, Harshvardhan Kapoor","['action', 'comedy', 'crime']","['A', 'filmmaker', 'kidnaps', 'the', 'daughter', 'of', 'a', 'movie', 'star,', 'and', 'while', 'the', 'star', 'searches', 'for', 'his', 'daughter', 'the', 'director', 'films', 'the', 'desperate', 'search', 'in', 'real', 'time', 'for', 'his', 'next', 'blockbuster', 'movie.', 'action', 'comedy', 'crime', 'action', 'comedy', 'crime', 'anilkapoor', 'anuragkashyap', 'sonamkapoor', 'harshvardhankapoor', 'vikramadityamotwane']"
tt5120640,Sarbjit,"Randeep Hooda, Aishwarya Rai Bachchan, Richa Chadha, Darshan Kumaar","['biography', 'drama']","['Biopic', 'of', 'Sarabjit', 'Singh,', 'a', 'farmer', 'residing', 'at', 'Bhikiwind,', 'Punjab,', 'near', 'the', 'Indo-Pak', 'border,', 'crossed', 'the', 'border', 'after', 'having', 'a', 'couple', 'of', 'drinks.', 'However,', 'he', 'was', 'mistaken', 'to', 'be', 'an', 'Indian', 'spy', 'and', 'was', 'sentenced', 'with', 'capital', 'punishment.', 'biography', 'drama', 'biography', 'drama', 'randeephooda', 'aishwaryaraibachchan', 'richachadha', 'darshankumaar', 'omungkumar']"
tt16139054,Connect,"Nayanthara, Sathyaraj, Anupam Kher, Vinay Rai",['thriller'],"['In', 'a', 'country', 'where', 'the', 'government', 'imposed', 'a', 'national', 'curfew', 'and', 'a', 'single', 'mother,', 'Nayanthara,', 'notices', 'eerie', 'changes', 'in', 'her', ""daughter's"", 'behaviour.', 'On', 'getting', 'virtual', 'help', 'from', 'a', 'pastor', 'played', 'by', 'Anupam', 'Kher', 'who', 'proposes', 'an', 'online', 'exorcism.', 'thriller', 'thriller', 'nayanthara', 'sathyaraj', 'anupamkher', 'vinayrai', 'ashwinsaravanan']"
tt13381376,Welcome Home,"Kashmira Irani, Swarda Thigale, Shashi Bhushan, Boloram Das","['crime', 'drama', 'horror']","['A', 'census', 'report', 'leads', 'two', 'female', 'government', 'teachers', 'to', 'an', 'isolated', 'house,', 'in', 'which', 'resides', 'a', 'family', 'with', 'twisted', 'secrets', 'they', 'never', 'imagined', 'to', 'recover.', 'crime', 'drama', 'horror', 'crime', 'drama', 'horror', 'kashmirairani', 'swardathigale', 'shashibhushan', 'boloramdas', 'pushkarmahabal']"
tt7218518,Padman,"Akshay Kumar, Radhika Apte, Sonam Kapoor, Jyoti Subhash","['comedy', 'drama']","['Upon', 'realizing', 'the', 'extent', 'to', 'which', 'women', 'are', 'affected', 'by', 'their', 'menses,', 'a', 'man', 'sets', 'out', 'to', 'create', 'a', 'sanitary', 'pad', 'machine', 'and', 'to', 'provide', 'inexpensive', 'sanitary', 'pads', 'to', 'the', 'women', 'of', 'rural', 'India.', 'comedy', 'drama', 'comedy', 'drama', 'akshaykumar', 'radhikaapte', 'sonamkapoor', 'jyotisubhash', 'r.balki']"
tt15341044,Laththi,"Vishal, Sunaina, Prabhu, Thalaivasal Vijay","['action', 'crime', 'drama']","['A', 'police', 'constable,', 'who', 'gets', 'trapped', 'in', 'a', 'building', 'with', 'his', '10-year-old', 'kid,', 'and', 'how', 'they', 'escape', 'from', 'the', 'building', 'surrounded', 'by', 'a', 'group', 'of', 'the', 'enemy.', 'action', 'crime', 'drama', 'action', 'crime', 'drama', 'vishal', 'sunaina', 'prabhu', 'thalaivasalvijay', 'a.vinothkumar']"
tt5662932,Raman Raghav 2.0,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra","['crime', 'drama', 'thriller']","['Ramanna,', 'a', 'maniac', 'murderer,', 'finds', 'a', 'soulmate', 'in', 'Raghavan,', 'a', 'policeman,', 'who', 'inspects', 'his', 'murder', 'cases.', 'He', 'tries', 'to', 'make', 'Raghavan', 'realize', 'how', 'they', 'both', 'are', 'similar.', 'crime', 'drama', 'thriller', 'crime', 'drama', 'thriller', 'nawazuddinsiddiqui', 'vickykaushal', 'sobhitadhulipala', 'mukeshchhabra', 'anuragkashyap']"
tt1433810,Dhobi Ghat,"Prateik Patil Babbar, Monica Dogra, Kriti Malhotra, Aamir Khan",['drama'],"['The', 'lives', 'of', 'four', 'people', 'intersect', 'in', 'Mumbai:', 'a', 'washer-man', 'who', 'wants', 'to', 'become', 'an', 'actor,', 'a', 'banker-turned-photographer,', 'a', 'painter', 'looking', 'for', 'inspiration,', 'and', 'a', 'newly-married', 'immigrant', 'who', 'journals', 'her', 'experiences', 'on', 'home', 'video.', 'drama', 'drama', 'prateikpatilbabbar', 'monicadogra', 'kritimalhotra', 'aamirkhan', 'kiranrao']"
tt0085178,Ardh Satya,"Om Puri, Smita Patil, Amrish Puri, Shafi Inamdar","['crime', 'drama']","['A', 'newly', 'appointed', 'police', 'rookie', 'deals', 'with', 'corruption,', 'romance,', 'and', 'brutality.', 'crime', 'drama', 'crime', 'drama', 'ompuri', 'smitapatil', 'amrishpuri', 'shafiinamdar', 'govindnihalani']"
tt8948790,Jersey,"Nani, Shraddha Srinath, Sathyaraj, Ronit Kamra","['drama', 'sport']","['A', 'failed', 'cricketer', 'decides', 'to', 'revive', 'his', 'cricketing', 'career', 'in', 'his', 'late', ""30's"", 'despite', 'everyone', 'being', 'skeptical', 'of', 'his', 'ability', 'to', 'do', 'so.', 'drama', 'sport', 'drama', 'sport', 'nani', 'shraddhasrinath', 'sathyaraj', 'ronitkamra', 'gowtamtinnanuri']"
tt9420648,Bala,"Ayushmann Khurrana, Bhumi Pednekar, Yami Gautam, Saurabh Shukla",['comedy'],"['It', 'tells', 'the', 'story', 'of', 'a', 'man', 'who', 'is', 'balding', 'prematurely', 'and', 'how', 'he', 'copes', 'up', 'with', 'the', 'situation.', 'comedy', 'comedy', 'ayushmannkhurrana', 'bhumipednekar', 'yamigautam', 'saurabhshukla', 'amarkaushik']"
tt0499375,Guru,"Mithun Chakraborty, Abhishek Bachchan, Aishwarya Rai Bachchan, Madhavan",['drama'],"['A', 'villager,', 'Gurukant', 'Desai,', 'arrives', 'in', 'Bombay', '1958,', 'and', 'rises', 'from', 'its', 'streets', 'to', 'become', 'the', 'GURU,', 'the', 'biggest', 'tycoon', 'in', 'Indian', 'history.', 'drama', 'drama', 'mithunchakraborty', 'abhishekbachchan', 'aishwaryaraibachchan', 'madhavan', 'maniratnam']"
tt28494851,Stolen,"Abhishek Banerjee, Harish Khanna, Mia Maelzer, Sahidur Rahaman","['drama', 'thriller']","['A', 'five', 'month', 'old', 'baby', 'of', 'an', 'impoverished', 'tribal', 'woman', 'Jhumpa', 'Mahato', 'is', 'stolen.Two', 'brothers', ',Gautam', 'and', 'Raman,', 'witness', 'the', 'kidnapping', ',try', 'to', 'help', 'her', 'when', 'they', 'become', 'embroiled', 'in', 'the', 'complexities', 'of', 'the', 'investigation.', 'drama', 'thriller', 'drama', 'thriller', 'abhishekbanerjee', 'harishkhanna', 'miamaelzer', 'sahidurrahaman', 'karantejpal']"
